Count,Code,Description,Retail,Date,Cost,Supplier,Book,Total,Category,,,,,,,,
1,SPK3-8,2.5 inch speaker,,,,,$5.00,$5.00,25,,,,,,,,
5,,speaker crossover board,,,,,$7.42,$37.10,25,,,,,,,,
1,,transformer 230-120V,,,,,$22.00,$22.00,26,,,,,,,,
4,,delay line 350ns,,,,,$0.00,$0.00,26,,,,,,,,
1,K3910,9V TV P/S reg K3910/K3911 (BL2710) module,,1/08/2005,$52.59,T/T,$0.00,$0.00,26,,,,,,,,
2,,saw filter 39.5 mHz,,,,,$0.00,$0.00,26,,,,,,,,
1,,delay line 400ns,,,,,$0.00,$0.00,26,,,,,,,,
19,,ring core 4C6,,,,,$0.43,$8.17,26,,,,,,,,
30,,ceramic filter 5.5 mHz,,,,,$0.00,$0.00,26,,,,,,,,
1,,crystal 78.61 mHz,,,,,$0.00,$0.00,26,,,,,,,,
11,,crystal 8.86723 mHz,,,,,$0.00,$0.00,26,,,,,,,,
1,,tuner Thorn 9200,,,,,$0.00,$0.00,26,,,,,,,,
1,,Akai transformer,,,$28.60,,$0.00,$0.00,26,,,,,,,,
2,,Akai cassette pinch roller,,,$2.50,,$0.00,$0.00,26,,,,,,,,
5,,aligator clip small black 28mm,,9/08/2016,$0.12,eBay,$0.00,$0.00,26,,,,,,,,
5,,aligator clip medium red 28mm,,9/08/2016,$0.12,eBay,$0.00,$0.00,26,,,,,,,,
1,CL85,aligator clip small black,,,,T/T,$0.30,$0.30,26,,,,,,,,
2,CL86,aligator clip medium red,,,,T/T,$0.40,$0.80,26,,,,,,,,
3,CL87,aligator clip medium black,,,,T/T,$0.40,$1.20,26,,,,,,,,
4,CL88,aligator clip large red,,,,T/T,$0.55,$2.20,26,,,,,,,,
4,CL89,aligator clip large black,,,,T/T,$0.55,$2.20,26,,,,,,,,
18,B50GER,E core 20x10x6,,,,Henlynn,$0.35,$6.30,26,,,,,,,,
17,,balun 020-31520,,,,,$0.22,$3.74,26,,,,,,,,
0,,,,,,,$0.00,$0.00,26,,,,,,,,
7,BH900,battery holder 4xAA,,,,KJP,$1.20,$8.40,26,,,,,,,,
3,,battery holder single C,,,,,$1.60,$4.80,26,,,,,,,,
8,BP1,plastic box 39x29,,,$1.32,,$0.10,$0.80,26,,,,,,,,
0,,,,,,,$0.00,$0.00,26,,,,,,,,
1,BB7,buzzer,,,$10.28,,$1.00,$1.00,26,,,,,,,,
9,CAR2010,bobbin 6 pin,,,,Henlynn,$0.45,$4.05,26,,,,,,,,
1,CDSPTB10,CD platter clip-on,,,$11.00,T/T,$0.00,$0.00,26,,,,,,,,
4,,chroma delay line,,,,,$0.00,$0.00,26,,,,,,,,
2,,Clarion pinch roller,,,,,$0.00,$0.00,26,,,,,,,,
7,,condenser mic,,,$2.50,,$0.50,$3.50,26,,,,,,,,
95,,core 6 hole -31500,,,,,$0.08,$7.60,26,,,,,,,,
1,,Pye LOPT CT102,,,,,$0.00,$0.00,26,,,,,,,,
1,,earphone,,,,,$0.00,$0.00,26,,,,,,,,
1,,Eddystone aluminium box,,,,,$11.00,$11.00,26,,,,,,,,
1,,ferrite rod,,,,,$0.00,$0.00,26,,,,,,,,
0,,,,,,,$0.00,$0.00,26,,,,,,,,
1,,fuseholder 30mm chassis,,11/09/2020,$1.00,eBay,$0.00,$0.00,26,,,,,,,,
100,,fuseholder mini PCB clips,,7/01/2020,$0.03,eBay,$0.00,$0.00,26,,,,,,,,
9,,fuseholder mini chassis,,10/09/2016,$0.27,eBay,$0.00,$0.00,26,,,,,,,,
1,H2446,plastic box 102x62,,,,D/S,$7.30,$7.30,26,,,,,,,,
2,H2742,aluminium box 150x103,,,,D/S,$6.36,$12.72,26,,,,,,,,
1,H2743,cabinet 150x134,,,$9.97,D/S,$1.00,$1.00,26,,,,,,,,
2,H2744,cabinet 185mm,,,$12.05,D/S,$1.00,$2.00,26,,,,,,,,
2,H2752,UB2 box 196mm,,,$6.11,D/S,$1.00,$2.00,26,,,,,,,,
0,,,,,,,$0.00,$0.00,26,,,,,,,,
1,H2849,plastic box with handle,,,,D/S,$13.30,$13.30,26,,,,,,,,
1,H2853,UB3 plastic box 130mm,,,,D/S,$4.50,$4.50,26,,,,,,,,
13,H2857,plastic box 88x54,,,$4.32,D/S,$0.10,$1.30,26,,,,,,,,
1,,horizontal linearity coil NEC,,,,Comital,$0.01,$0.01,26,,,,,,,,
1,K6043,video modulator,,,$12.23,D/S,$0.00,$0.00,26,,,,,,,,
9,L222,speaker choke,,,,,$0.05,$0.45,26,,,,,,,,
4,,large slugs,,,,,$0.01,$0.04,26,,,,,,,,
1,LOPT108,LOPT DCF1551,,,,T/T,$0.00,$0.00,26,,,,,,,,
,,,,,,,$0.00,$0.00,26,,,,,,,,
1,,LOPT NEC 14C10,,,,,$0.00,$0.00,26,,,,,,,,
0,,,,,,,$0.00,$0.00,26,,,,,,,,
1,,LOPT Philips KT2,,,,TESA,$0.00,$0.00,26,,,,,,,,
1,,LOPT Philips 20 GR1252,,,,,$0.00,$0.00,26,,,,,,,,
1,,LOPT Thorn TX9,,,,TESA,$0.00,$0.00,26,,,,,,,,
,,,,,,,$0.00,$0.00,26,,,,,,,,
52,,misc radio IF coil,,,,,$0.00,$0.00,26,,,,,,,,
11,,misc TV IF coil,,,,,$0.00,$0.00,26,,,,,,,,
8,,misc chokes,,,,,$0.00,$0.00,26,,,,,,,,
1,CM11,motor 6V CCW,,,,T/T,$0.00,$0.00,26,,,,,,,,
1,,motor clarion car stereo,,,$22.00,,$0.00,$0.00,26,,,,,,,,
1,RM14,motor reel Sharp + Philips,,,,T/T,$0.00,$0.00,26,,,,,,,,
1,,motor Sharp cassette,,,,,$0.00,$0.00,26,,,,,,,,
1,AM12VCW,motor adjustable 12V,,,,TESA,$0.00,$0.00,26,,,,,,,,
,,,,,,,$0.00,$0.00,26,,,,,,,,
1,,PEL P3 transformer bar type,,,$26.15,PEL,$1.00,$1.00,26,,,,,,,,
1,L7027,piezo 2 tone alarm 9-12V,,,,D/S,$9.21,$9.21,26,,,,,,,,
1,L7022,piezo transducer,,,,D/S,$3.20,$3.20,26,,,,,,,,
1,L7024,piezo buzzer,,,,D/S,$7.07,$7.07,26,,,,,,,,
1,L7009,piezo buzzer,,,,D/S,$3.52,$3.52,26,,,,,,,,
1,,pinch roller GF9191X,,,,,$0.00,$0.00,26,,,,,,,,
22,,pot core large,,,,,$0.00,$0.00,26,,,,,,,,
6,,pot core medium,,,,,$0.00,$0.00,26,,,,,,,,
3,,Pye drive transformer,,,,,$0.00,$0.00,26,,,,,,,,
10,,Pye E-W choke,,,,,$0.00,$0.00,26,,,,,,,,
9,,Pye horizontal linearity coil,,,,,$0.00,$0.00,26,,,,,,,,
2,,Pye horizontal coil,,,,,$0.00,$0.00,26,,,,,,,,
1,,Pye vertical O/P transformer,,,,,$0.00,$0.00,26,,,,,,,,
327,R62.3,board pin,,,,0.05,$0.01,$3.27,26,,,,,,,,
9,,relay SPDT 20V-30V - 943-1C-24D 943-1A-24DS 4 - used,,,$1.70,AliEx,$1.70,$15.30,26,,,,,,,,
2,,relay mini 24V 1A,,,,Philips,$5.43,$10.86,26,,,,,,,,
3,,Omron SS relay 12V 240Vac 2A,,28/05/2020,$1.25,eBay,$1.25,$3.75,26,,,,,,,,
1,P8017,relay 12V 10A,,,,D/S,$4.76,$4.76,26,,,,,,,,
2,,Sanyo battery spring,,,,Sanyo,$0.00,$0.00,26,,,,,,,,
9,,slug small,,,,,$0.00,$0.00,26,,,,,,,,
1,,Speedrite transformer,,,,,$5.78,$5.78,26,,,,,,,,
2,,speaker choke core,,,,,$0.00,$0.00,26,,,,,,,,
1,,capstan motor stator G20+H65,,,,,$0.00,$0.00,26,,,,,,,,
1,TD105,transformer 12V,,,,Coils,$11.70,$11.70,26,,,,,,,,
,,,,,,,$0.00,$0.00,26,,,,,,,,
,,,,,,,$0.00,$0.00,26,,,,,,,,
1,TD178A,transformer 24-0-24,,,$20.00,Coils,$5.00,$5.00,26,,,,,,,,
,,,,,,,$0.00,$0.00,26,,,,,,,,
3,TD464,transformer 40V ac 70VA,,,$24.97,Coils,$5.00,$15.00,26,,,,,,,,
1,TD560,transformer 13V dc,,,$10.50,Coils,$5.00,$5.00,26,,,,,,,,
1,,Technics turntable motor,,,,,$0.00,$0.00,26,,,,,,,,
,,,,,,,$0.00,$0.00,26,,,,,,,,
1,,TVC2 P/S switching transformer,,,,,$0.00,$0.00,26,,,,,,,,
,,,,,,,$0.00,$0.00,26,,,,,,,,
,,,,,,,$0.00,$0.00,26,,,,,,,,
,,,,,,,$0.00,$0.00,26,,,,,,,,
1,,VSX0140 G10 crystal,,,,F&P,$0.00,$0.00,26,,,,,,,,
,,,,,,,$0.00,$0.00,26,,,,,,,,
1,H2840,transformer 4.5-0-4.5,,,,D/S,$8.40,$8.40,26,,,,,,,,
1,,transformer PE5 output PEL,,,$18.39,PEL,$5.00,$5.00,26,,,,,,,,
1,,transformer drive PE6 PEL,,,$10.00,PEL,$10.00,$5.00,26,,,,,,,,
1,,transformer P/S NVFS100 Panasonic,,,$32.49,F&P,$0.00,$0.00,26,,,,,,,,
1,,100+400+16uF 300V,,,$7.13,,$1.00,$1.00,11,,,,,,,,
1,,100+50uF 200V can,,,$3.64,,$1.00,$1.00,11,,,,,,,,
83,,.1uF 50V 85 degrees,$0.10,20/08/2014,$0.04,eBay,$0.00,$0.00,11,,,,,,,,
8,,1000uF 25V 105deg,$1.35,28/08/2017,$0.11,eBay,$0.00,$0.00,11,,,,,,,,
1,,1000uF 63V can,,,$3.95,,$1.00,$1.00,11,,,,,,,,
27,,100uF 25V 105deg,$0.30,24/07/2014,$0.04,eBay,$0.00,$0.00,11,,,,,,,,
6,,1000uF 63V PC,,,$2.35,,$1.00,$6.00,11,,,,,,,,
2,,1uF 50V 105 degrees,$0.35,6/11/2015,$0.13,eBay,$0.00,$0.00,11,,,,,,,,
40,,10uF 450V 105deg,,29/05/2020,$0.15,AliEx,$0.15,$6.00,11,,,,,,,,
41,R4370,100uF 25V,,,$0.36,D/S,$0.05,$2.05,11,,,,,,,,
3,,10uF 450V 105deg,$2.55,18/06/2018,$0.25,eBay,$0.00,$0.00,11,,,,,,,,
1,,100uF 25V,,,,TESA,$0.28,$0.28,11,,,,,,,,
4,,1000uF 35V 105deg,$1.85,15/05/2017,$0.15,eBay,$0.00,$0.00,11,,,,,,,,
1,,100uF 160V can,,,,,$2.19,$2.19,11,,,,,,,,
,,,,,,,$0.00,$0.00,11,,,,,,,,
5,,100uF 450V 105deg,$6.50,14/11/2020,$1.40,AliEx,$0.00,$0.00,11,,,,,,,,
,,,,,,,$0.00,$0.00,11,,,,,,,,
15,,10uF 25V,,,,DJR,$0.06,$0.90,11,,,,,,,,
,,,,,,,$0.00,$0.00,11,,,,,,,,
2,C350C10,10uF 350V 105 deg,,10/09/2009,$1.52,T/T,$1.52,$3.04,11,,,,,,,,
9,,470uF 35V 105deg,$1.15,1/06/2019,$0.14,eBay,$0.00,$0.00,11,,,,,,,,
1,,150uF 200V can,,,,,$2.50,$2.50,11,,,,,,,,
20,,1uF 400V 105deg,$0.90,12/08/2016,$0.10,eBay,$0.00,$0.00,11,,,,,,,,
,,,,,,,$0.00,$0.00,11,,,,,,,,
1,,200+100+50uF,,,$8.50,,$1.00,$1.00,11,,,,,,,,
50,,220uF 25V 105deg,,19/11/2020,$0.06,AliEx,$0.06,$3.00,11,,,,,,,,
50,,220uF 16V 105deg,,10/11/2020,$0.04,AliEx,$0.04,$2.00,11,,,,,,,,
20,,220uF 25V 105deg,,10/11/2020,$0.07,AliEx,$0.07,$1.40,11,,,,,,,,
10,,220uF 63V 105deg,,10/11/2020,$0.20,AliEx,$0.20,$2.00,11,,,,,,,,
3,,220uF 16V PT,,,,,$0.30,$0.90,11,,,,,,,,
1,,220uF 63V 105deg,$1.15,23/05/2018,$0.38,eBay,$0.00,$0.00,11,,,,,,,,
,,,,,,,$0.00,$0.00,11,,,,,,,,
2,C250C22,22uF 250V 105deg,,10/09/2009,$1.89,T/T,$1.89,$3.78,11,,,,,,,,
8,,22uF 16V,,,,,$0.20,$1.60,11,,,,,,,,
1,C25C22,22uF 25V 105deg,$0.40,,,T/T,$0.41,$0.41,11,,,,,,,,
50,,22uF 25V 105deg,,19/11/2020,$0.02,AliEx,$0.02,$1.00,11,,,,,,,,
3,,100uF 16V 105deg,$0.35,,$0.14,,$0.14,$0.42,11,,,,,,,,
2,,22uF 63V,,,,,$0.12,$0.24,11,,,,,,,,
,,,,,,,$0.00,$0.00,11,,,,,,,,
1,,2.2uF 35V bi-polar,,,,,$0.45,$0.45,11,,,,,,,,
7,,2.2uF 350V,,,,T/T,$0.50,$3.50,11,,,,,,,,
2,,2.2uF 35V,,,,,$0.25,$0.50,11,,,,,,,,
,,,,,,,$0.00,$0.00,11,,,,,,,,
7,,2.2uF 50V,,,,,$0.20,$1.40,11,,,,,,,,
2,,22uF 450V 105deg,$2.95,17/05/2018,$0.40,eBay,$0.00,$0.00,11,,,,,,,,
90,,22uF 450V 105deg,,29/05/2020,$0.17,AliEx,$0.17,$15.30,11,,,,,,,,
10,,33uF 25V,,,,,$0.07,$0.70,11,,,,,,,,
96,,33uF 50V,,,$0.20,,$0.05,$4.80,11,,,,,,,,
,,,,,,,$0.00,$0.00,11,,,,,,,,
2,,3.3uF 35V bipolar,,,,,$0.55,$1.10,11,,,,,,,,
3,,3.3uF 35V bipolar PT,,,,,$0.75,$2.25,11,,,,,,,,
2,,3.3uF 50V,,,,,$0.09,$0.18,11,,,,,,,,
52,,3.3uF 50V bipolar,,,,,$0.16,$8.32,11,,,,,,,,
30,,47uF 450V 105deg,$3.90,22/10/2020,$0.49,AliEx,$0.49,$14.70,11,,,,,,,,
4,,2200uF 50V 105deg,$2.25,26/10/2017,$0.38,eBay,$0.00,$0.00,11,,,,,,,,
18,,47uF 450V 105deg,,11/07/2020,,AliEx,$0.00,$0.00,11,,,,,,,,
10,,47uF 450V 105deg,$3.90,8/01/2019,$0.77,eBay,$0.00,$0.00,11,,,,,,,,
,,,,,,,$0.00,$0.00,11,,,,,,,,
2,,470uF 16V PT,,,,,$0.35,$0.70,11,,,,,,,,
6,,470uF 63V,,,,Captron,$1.20,$7.20,11,,,,,,,,
39,,470uF 6.3V,,,,,$0.20,$7.80,11,,,,,,,,
15,,470uF 25V 105 deg,$0.90,19/09/2017,$0.09,eBay,$0.00,$0.00,11,,,,,,,,
2,,470uF 200V can,,,$4.50,,$1.00,$2.00,11,,,,,,,,
12,,470uF 16V,,,,DJR,$0.22,$2.64,11,,,,,,,,
4,,4700uF 16V 105 deg,$2.55,21/03/2014,$0.76,eBay,$0.00,$0.00,11,,,,,,,,
3,,47uF 16V,,,,,$0.20,$0.60,11,,,,,,,,
3,,100uF 50V 105 deg,$0.65,5/04/2019,$0.13,eBay,$0.00,$0.00,11,,,,,,,,
12,,47uF 25V 105deg,$0.30,11/02/2014,$0.10,eBay,$0.00,$0.00,11,,,,,,,,
32,,4.7uF 250V 85 degrees,,,,,$0.26,$8.32,11,,,,,,,,
6,,4.7uF 350V 85 degrees,,,,T/T,$0.81,$4.86,11,,,,,,,,
10,,470uF 63V 105 degrees,$1.45,3/05/2017,$0.19,eBay,$0.00,$0.00,11,,,,,,,,
71,,4.7uF 63V,,,,DJR,$0.06,$4.26,11,,,,,,,,
1,,6800uF 63V can,,,,,$6.47,$6.47,11,,,,,,,,
5,,1000uF 63V PC 105 deg,$3.25,1/10/2013,$1.00,eBay,$0.00,$0.00,11,,,,,,,,
1,,6.8uF 35V bipolar,,,,,$1.55,$1.55,11,,,,,,,,
15,,.47uF 630V dc,,,$1.74,Philips,$0.10,$1.50,12,,,,,,,,
16,,100nF misc,,,,,$0.20,$3.20,12,,,,,,,,
1,,100nF 400V mylar,,,,,$1.20,$1.20,12,,,,,,,,
2,,100nF 250V,,,,,$0.25,$0.50,12,,,,,,,,
100,,100nF 100V mylar,$0.28,11/07/2020,$0.05,AliExpress,$0.05,$5.00,12,,,,,,,,
35,,330nF 100V mylar,$0.60,7/07/2016,$0.10,eBay,$0.00,$0.00,12,,,,,,,,
7,,100pF ceramic,,,,,$0.15,$1.05,12,,,,,,,,
18,,100pF 500V ceramic,,,,,$0.18,$3.24,12,,,,,,,,
13,,10nF 160V polyester,,,,,$0.25,$3.25,12,,,,,,,,
38,,220nF 100V mylar,$0.60,15/07/2016,$0.08,eBay,$0.00,$0.00,12,,,,,,,,
8,,10nF 400V,,,,,$0.25,$2.00,12,,,,,,,,
40,,68nF 100V mylar,$0.50,11/07/2016,$0.10,eBay,$0.00,$0.00,12,,,,,,,,
85,,10nF ceramic,,,$0.15,,$0.05,$4.25,12,,,,,,,,
3,CPM10K,10nF,,,,DJR,$0.50,$1.50,12,,,,,,,,
15,,10nF misc,,,,,$0.15,$2.25,12,,,,,,,,
166,,10pF ceramic,,,$0.15,,$0.05,$8.30,12,,,,,,,,
3,,10uF 100V polyester,,,$3.50,,$0.50,$1.50,12,,,,,,,,
15,,3n3 250V polypropylene,,,$0.00,,$0.00,$0.00,12,,,,,,,,
1,,11uF 900V,,,$12.10,PEL,$1.00,$1.00,12,,,,,,,,
35,,120nF 100V mylar,,,,,$0.10,$3.50,12,,,,,,,,
92,,12nF 100V mylar,,,,,$0.10,$9.20,12,,,,,,,,
75,,12nF 50V mylar,,,,,$0.19,$14.25,12,,,,,,,,
19,,150nF 100V,,,,,$0.40,$7.60,12,,,,,,,,
124,,150pF mini plate,,,$0.05,,$0.05,$6.20,12,,,,,,,,
2,,150pF ceramic,,,,,$0.15,$0.30,12,,,,,,,,
1,,15nF 1.6kV polypropylene,,,,,$0.80,$0.80,12,,,,,,,,
65,,15nF 50V mylar,,,$0.20,,$0.05,$3.25,12,,,,,,,,
7,,160pF ceramic,,,,,$0.15,$1.05,12,,,,,,,,
13,,180nF 50V mylar,,,,,$0.48,$6.24,12,,,,,,,,
15,,180pF mini plate,,,,,$0.15,$2.25,12,,,,,,,,
11,,180pF ceramic,,,,,$0.15,$1.65,12,,,,,,,,
96,,18nF 100V mylar,,,$0.19,,$0.05,$4.80,12,,,,,,,,
18,,18pF ceramic plate,,,,,$0.15,$2.70,12,,,,,,,,
64,,1.2nF 100V mylar,,,,,$0.17,$10.88,12,,,,,,,,
5,,1.5nF 1.2kV polyester,,,,,$0.20,$1.00,12,,,,,,,,
5,,1.5nF 50V mylar,,,,,$0.20,$1.00,12,,,,,,,,
27,,1.5nF ceramic,,,,,$0.15,$4.05,12,,,,,,,,
2,,1.5nF misc,,,,,$0.15,$0.30,12,,,,,,,,
88,,1.8nF 100V mylar,,,,,$0.17,$14.96,12,,,,,,,,
,,,,,,,$0.00,$0.00,12,,,,,,,,
1,,1nF 50V mylar,,,,,$0.25,$0.25,12,,,,,,,,
116,,1nF 500V ceramic,,,,,$0.20,$23.20,12,,,,,,,,
186,,1nF ceramic,,,,,$0.15,$27.90,12,,,,,,,,
2,,1uF 250Vac,,,$3.80,Philips,$0.50,$1.00,12,,,,,,,,
14,,20pF ceramic,,,,,$0.15,$2.10,12,,,,,,,,
3,,4n7 250V polypropylene,,,$0.00,,$0.00,$0.00,12,,,,,,,,
8,,220nF 200V mylar,,,,,$0.40,$3.20,12,,,,,,,,
0,,220nF 50V mylar,,,,,$0.40,$0.00,12,,,,,,,,
5,,220nF 400V,,,,,$0.40,$2.00,12,,,,,,,,
1,,220nF 50V mylar,,,,,$0.40,$0.40,12,,,,,,,,
7,,47n 250V polypropylene,,,$0.00,,$0.00,$0.00,12,,,,,,,,
1,,220nF 250V polyester,,,,,$0.75,$0.75,12,,,,,,,,
1,,220nF 630V polyester,,,,,$0.75,$0.75,12,,,,,,,,
114,,220pF ceramic,,,$0.15,,$0.05,$5.70,12,,,,,,,,
53,,220pF 50V ceramic,,,,,$0.15,$7.95,12,,,,,,,,
2,C2KV220,220pF 2kV,,,$3.24,T/T,$0.50,$1.00,12,,,,,,,,
5,,20nF 1000V ceramic,,,$1.50,,$0.50,$2.50,12,,,,,,,,
7,,22nF 630V CBB21 Polypropylene Film x10 on 13/09/17,$0.85,28/08/2017,$0.15,eBay,$0.00,$0.00,12,,,,,,,,
13,,22nF misc,,,,,$0.15,$1.95,12,,,,,,,,
8,,22pF ceramic,,,,,$0.15,$1.20,12,,,,,,,,
6,,270nF 100V,,,$1.40,,$0.40,$2.40,12,,,,,,,,
1,,270nF 100V mylar,,,,,$1.20,$1.20,12,,,,,,,,
2,,270nF 100V polyester,,,,,$1.00,$2.00,12,,,,,,,,
96,,270nF 100V mylar,,,$0.33,,$0.05,$4.80,12,,,,,,,,
4,,270pF ceramic,,,,,$0.15,$0.60,12,,,,,,,,
49,,270pF ceramic plate - Philips,,,,,$0.08,$3.92,12,,,,,,,,
65,,27nF 100V mylar,,,,,$0.22,$14.30,12,,,,,,,,
197,,27pF ceramic,,,$0.15,,$0.05,$9.85,12,,,,,,,,
34,,27pF ceramic plate,,,,,$0.15,$5.10,12,,,,,,,,
3,,2.2nF 50V mylar,,,,,$0.20,$0.60,12,,,,,,,,
32,,2.2nF ceramic,,,,,$0.15,$4.80,12,,,,,,,,
2,,2.2nF misc,,,,,$0.15,$0.30,12,,,,,,,,
88,,2.7nF 100V mylar,,,,,$0.17,$14.96,12,,,,,,,,
32,,2.2pF ceramic plate,,,,,$0.15,$4.80,12,,,,,,,,
1,,2.5uF 250V PEL 9,,,,PEL,$4.71,$4.71,12,,,,,,,,
1,,2uF 500V electric fence unit,,,,,$7.00,$7.00,12,,,,,,,,
5,,32nF,,,,,$0.10,$0.50,12,,,,,,,,
8,,1nF 100V mylar,$0.25,28/08/2017,$0.04,eBay,$0.00,$0.00,12,,,,,,,,
1,,330nF 400V polyester,,,,,$0.85,$0.85,12,,,,,,,,
3,,330nF 50V mylar,,,,,$0.47,$1.41,12,,,,,,,,
5,,330pF ceramic,,,,,$0.15,$0.75,12,,,,,,,,
